transaction_id,timestamp,sku,item_name,quantity,unit_price_sar,discount_sar,line_total_sar,payment_method,channel,cashier_id
TXN-200046,2026-02-02 15:13:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,takeaway,EMP-01
TXN-200047,2026-02-02 16:53:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,takeaway,EMP-01
TXN-200048,2026-02-02 16:40:00,ESP-003,Flat White,1,17.0,0.0,17.0,visa,delivery,EMP-03
TXN-200049,2026-02-02 17:07:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,takeaway,EMP-03
TXN-200050,2026-02-02 17:35:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,apple_pay,dine_in,EMP-02
TXN-200051,2026-02-02 17:23:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,delivery,EMP-01
TXN-200052,2026-02-02 17:42:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,delivery,EMP-03
TXN-200053,2026-02-02 17:09:00,ESP-003,Flat White,1,17.0,0.0,17.0,apple_pay,takeaway,EMP-01
TXN-200054,2026-02-02 17:11:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,delivery,EMP-03
TXN-200054,2026-02-02 17:11:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,cash,dine_in,EMP-03
TXN-200055,2026-02-02 17:06:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,dine_in,EMP-01
TXN-200056,2026-02-02 17:52:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,dine_in,EMP-01
TXN-200057,2026-02-02 18:25:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,mada,takeaway,EMP-02
TXN-200058,2026-02-02 19:53:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,dine_in,EMP-02
TXN-200058,2026-02-02 19:53:00,ESP-003,Flat White,1,17.0,0.0,17.0,cash,dine_in,EMP-01
TXN-200059,2026-02-02 19:38:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,takeaway,EMP-03
TXN-200060,2026-02-02 19:32:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,apple_pay,takeaway,EMP-01
TXN-200061,2026-02-02 19:45:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,takeaway,EMP-02
TXN-200062,2026-02-02 19:04:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,delivery,EMP-01
TXN-200062,2026-02-02 19:04:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,delivery,EMP-02
TXN-200063,2026-02-02 19:20:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,dine_in,EMP-02
TXN-200064,2026-02-02 19:42:00,ESP-003,Flat White,1,17.0,0.0,17.0,cash,takeaway,EMP-03
TXN-200065,2026-02-02 19:53:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,dine_in,EMP-02
TXN-200066,2026-02-02 20:28:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,delivery,EMP-01
TXN-200066,2026-02-02 20:28:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,cash,delivery,EMP-03
TXN-200067,2026-02-02 20:40:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,dine_in,EMP-03
TXN-200067,2026-02-02 20:40:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,dine_in,EMP-01
TXN-200068,2026-02-02 20:01:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,delivery,EMP-01
TXN-200069,2026-02-02 20:29:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,takeaway,EMP-02
TXN-200070,2026-02-02 20:15:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,takeaway,EMP-01
TXN-200071,2026-02-02 20:11:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,mada,delivery,EMP-01
TXN-200071,2026-02-02 20:11:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,visa,dine_in,EMP-02
TXN-200072,2026-02-02 21:35:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,delivery,EMP-03
TXN-200072,2026-02-02 21:35:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,visa,dine_in,EMP-03
TXN-200073,2026-02-03 07:17:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,apple_pay,takeaway,EMP-02
TXN-200073,2026-02-03 07:17:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,cash,dine_in,EMP-02
TXN-200074,2026-02-03 07:21:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,dine_in,EMP-01
TXN-200075,2026-02-03 07:24:00,ESP-003,Flat White,1,17.0,0.0,17.0,apple_pay,dine_in,EMP-02
TXN-200075,2026-02-03 07:24:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,cash,delivery,EMP-02
TXN-200076,2026-02-03 07:26:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,takeaway,EMP-03
TXN-200077,2026-02-03 07:44:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,visa,dine_in,EMP-02
TXN-200078,2026-02-03 07:19:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,apple_pay,takeaway,EMP-01
TXN-200079,2026-02-03 08:01:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,delivery,EMP-01
TXN-200080,2026-02-03 08:53:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,takeaway,EMP-03
TXN-200081,2026-02-03 08:36:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,delivery,EMP-02
TXN-200081,2026-02-03 08:36:00,ESP-003,Flat White,1,17.0,0.0,17.0,visa,dine_in,EMP-01
TXN-200082,2026-02-03 08:16:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,takeaway,EMP-02
TXN-200083,2026-02-03 08:21:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,takeaway,EMP-01
TXN-200084,2026-02-03 09:34:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,delivery,EMP-01
TXN-200085,2026-02-03 09:49:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,dine_in,EMP-01
TXN-200085,2026-02-03 09:49:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,dine_in,EMP-01
TXN-200086,2026-02-03 09:30:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,takeaway,EMP-03
TXN-200086,2026-02-03 09:30:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,dine_in,EMP-03
TXN-200087,2026-02-03 09:38:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,takeaway,EMP-01
TXN-200087,2026-02-03 09:38:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,delivery,EMP-03
TXN-200088,2026-02-03 09:58:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,apple_pay,dine_in,EMP-03
TXN-200089,2026-02-03 10:49:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,mada,takeaway,EMP-03
TXN-200090,2026-02-03 10:27:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,delivery,EMP-03
TXN-200090,2026-02-03 10:27:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,takeaway,EMP-02
TXN-200091,2026-02-03 10:06:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,delivery,EMP-01
TXN-200092,2026-02-03 11:33:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,takeaway,EMP-02
TXN-200092,2026-02-03 11:33:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,dine_in,EMP-01
TXN-200093,2026-02-03 11:17:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,delivery,EMP-03
TXN-200094,2026-02-03 11:42:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,takeaway,EMP-02
TXN-200095,2026-02-03 11:11:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,cash,takeaway,EMP-02
TXN-200096,2026-02-03 11:17:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,mada,delivery,EMP-01
TXN-200096,2026-02-03 11:17:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,delivery,EMP-02
TXN-200097,2026-02-03 12:15:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,visa,takeaway,EMP-01
TXN-200097,2026-02-03 12:15:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,cash,dine_in,EMP-02
TXN-200098,2026-02-03 12:44:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,takeaway,EMP-03
TXN-200099,2026-02-03 12:33:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,cash,takeaway,EMP-03
TXN-200100,2026-02-03 12:29:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,dine_in,EMP-01
TXN-200101,2026-02-03 12:46:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,delivery,EMP-03
TXN-200102,2026-02-03 12:48:00,ESP-003,Flat White,1,17.0,0.0,17.0,apple_pay,dine_in,EMP-03
TXN-200102,2026-02-03 12:48:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,cash,delivery,EMP-03
TXN-200103,2026-02-03 12:48:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,mada,dine_in,EMP-02
TXN-200103,2026-02-03 12:48:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,cash,dine_in,EMP-02
TXN-200104,2026-02-03 12:00:00,ESP-003,Flat White,1,17.0,0.0,17.0,cash,dine_in,EMP-01
TXN-200104,2026-02-03 12:00:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,delivery,EMP-02
TXN-200105,2026-02-03 12:06:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,takeaway,EMP-02
TXN-200106,2026-02-03 13:03:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,mada,dine_in,EMP-02
TXN-200107,2026-02-03 13:31:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,dine_in,EMP-03
TXN-200108,2026-02-03 13:19:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,mada,delivery,EMP-02
TXN-200109,2026-02-03 13:38:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,takeaway,EMP-02
TXN-200109,2026-02-03 13:38:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,takeaway,EMP-03
TXN-200110,2026-02-03 14:47:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,apple_pay,takeaway,EMP-03
TXN-200111,2026-02-03 14:05:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,apple_pay,delivery,EMP-01
TXN-200112,2026-02-03 15:28:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,cash,dine_in,EMP-01
TXN-200112,2026-02-03 15:28:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,delivery,EMP-02
TXN-200113,2026-02-03 15:04:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,cash,delivery,EMP-03
TXN-200113,2026-02-03 15:04:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,dine_in,EMP-03
TXN-200114,2026-02-03 16:58:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,dine_in,EMP-01
TXN-200115,2026-02-03 16:50:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,dine_in,EMP-02
TXN-200116,2026-02-03 16:44:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,cash,delivery,EMP-03
TXN-200117,2026-02-03 16:31:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,mada,takeaway,EMP-03
TXN-200118,2026-02-03 16:20:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,mada,dine_in,EMP-01
TXN-200118,2026-02-03 16:20:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,delivery,EMP-01
TXN-200119,2026-02-03 17:41:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,delivery,EMP-02
TXN-200120,2026-02-03 17:40:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,visa,takeaway,EMP-02
TXN-200121,2026-02-03 17:21:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,takeaway,EMP-02
TXN-200122,2026-02-03 18:25:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,dine_in,EMP-02
TXN-200122,2026-02-03 18:25:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,dine_in,EMP-02
TXN-200123,2026-02-03 18:55:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,takeaway,EMP-01
TXN-200123,2026-02-03 18:55:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,cash,delivery,EMP-02
TXN-200124,2026-02-03 18:40:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,takeaway,EMP-03
TXN-200125,2026-02-03 18:08:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,visa,dine_in,EMP-01
TXN-200126,2026-02-03 18:40:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,apple_pay,takeaway,EMP-03
TXN-200126,2026-02-03 18:40:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,dine_in,EMP-01
TXN-200127,2026-02-03 18:53:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,mada,delivery,EMP-01
TXN-200128,2026-02-03 18:31:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,takeaway,EMP-02
TXN-200128,2026-02-03 18:31:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,apple_pay,takeaway,EMP-03
TXN-200129,2026-02-03 19:58:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,takeaway,EMP-02
TXN-200129,2026-02-03 19:58:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,dine_in,EMP-02
TXN-200130,2026-02-03 19:46:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,apple_pay,takeaway,EMP-03
TXN-200131,2026-02-03 19:30:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,takeaway,EMP-02
TXN-200132,2026-02-03 20:15:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,apple_pay,takeaway,EMP-01
TXN-200132,2026-02-03 20:15:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,delivery,EMP-02
TXN-200133,2026-02-03 20:24:00,ESP-003,Flat White,1,17.0,0.0,17.0,visa,dine_in,EMP-01
TXN-200133,2026-02-03 20:24:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,takeaway,EMP-01
TXN-200134,2026-02-03 20:33:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,takeaway,EMP-03
TXN-200135,2026-02-03 20:09:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,cash,takeaway,EMP-03
TXN-200136,2026-02-03 20:44:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,cash,delivery,EMP-03
TXN-200137,2026-02-03 21:40:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,mada,delivery,EMP-01
TXN-200137,2026-02-03 21:40:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,cash,dine_in,EMP-03
TXN-200138,2026-02-04 07:45:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,apple_pay,delivery,EMP-02
TXN-200139,2026-02-04 07:57:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,dine_in,EMP-02
TXN-200140,2026-02-04 07:22:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,apple_pay,dine_in,EMP-03
TXN-200141,2026-02-04 08:50:00,ESP-003,Flat White,1,17.0,0.0,17.0,apple_pay,dine_in,EMP-03
TXN-200142,2026-02-04 08:55:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,delivery,EMP-01
TXN-200143,2026-02-04 08:14:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,takeaway,EMP-03
TXN-200144,2026-02-04 08:00:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,dine_in,EMP-02
TXN-200145,2026-02-04 08:22:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,delivery,EMP-02
TXN-200145,2026-02-04 08:22:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,cash,dine_in,EMP-02
TXN-200146,2026-02-04 08:54:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,takeaway,EMP-03
TXN-200147,2026-02-04 08:22:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,cash,dine_in,EMP-03
TXN-200147,2026-02-04 08:22:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,cash,dine_in,EMP-03
TXN-200148,2026-02-04 08:55:00,ESP-001,Espresso,1,12.0,0.0,12.0,visa,takeaway,EMP-01
TXN-200148,2026-02-04 08:55:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,delivery,EMP-01
TXN-200149,2026-02-04 09:46:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,delivery,EMP-03
TXN-200149,2026-02-04 09:46:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,takeaway,EMP-01
TXN-200150,2026-02-04 09:37:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,takeaway,EMP-02
TXN-200151,2026-02-04 09:47:00,ESP-003,Flat White,1,17.0,0.0,17.0,apple_pay,dine_in,EMP-03
TXN-200152,2026-02-04 09:56:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,takeaway,EMP-02
TXN-200153,2026-02-04 09:51:00,ESP-001,Espresso,1,12.0,0.0,12.0,mada,takeaway,EMP-01
TXN-200154,2026-02-04 10:14:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,cash,dine_in,EMP-02
TXN-200154,2026-02-04 10:14:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,delivery,EMP-01
TXN-200155,2026-02-04 10:29:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,delivery,EMP-02
TXN-200156,2026-02-04 10:06:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,dine_in,EMP-03
TXN-200156,2026-02-04 10:06:00,ESP-001,Espresso,1,12.0,0.0,12.0,apple_pay,delivery,EMP-01
TXN-200157,2026-02-04 10:40:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,visa,dine_in,EMP-01
TXN-200158,2026-02-04 11:19:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,mada,dine_in,EMP-03
TXN-200159,2026-02-04 11:08:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,cash,delivery,EMP-03
TXN-200160,2026-02-04 12:47:00,ESP-003,Flat White,1,17.0,0.0,17.0,visa,delivery,EMP-01
TXN-200160,2026-02-04 12:47:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,visa,takeaway,EMP-01
TXN-200161,2026-02-04 12:44:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,visa,takeaway,EMP-01
TXN-200162,2026-02-04 12:54:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,cash,delivery,EMP-03
TXN-200163,2026-02-04 12:22:00,FOD-101,Almond Croissant,1,15.0,0.0,15.0,cash,dine_in,EMP-01
TXN-200164,2026-02-04 12:54:00,ESP-002,Cappuccino,1,16.0,0.0,16.0,apple_pay,delivery,EMP-03
TXN-200165,2026-02-04 12:38:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,dine_in,EMP-01
TXN-200166,2026-02-04 12:50:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,mada,delivery,EMP-01
TXN-200166,2026-02-04 12:50:00,ICE-101,Iced Americano,1,14.0,0.0,14.0,apple_pay,takeaway,EMP-01
TXN-200167,2026-02-04 12:50:00,ESP-001,Espresso,1,12.0,0.0,12.0,cash,dine_in,EMP-01
TXN-200167,2026-02-04 12:50:00,ICE-102,Iced Mocha,1,19.0,0.0,19.0,apple_pay,dine_in,EMP-03
TXN-200168,2026-02-04 12:55:00,ESP-003,Flat White,1,17.0,0.0,17.0,mada,takeaway,EMP-01
TXN-200169,2026-02-04 13:16:00,ESP-003,Flat White,1,17.0,0.0,17.0,visa,delivery,EMP-01
TXN-200170,2026-02-04 13:47:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,visa,takeaway,EMP-03
TXN-200171,2026-02-04 13:37:00,FOD-102,Date Muffin,1,11.0,0.0,11.0,apple_pay,delivery,EMP-01
